runNo,evtNo,nJets,nLeptons,nBJets,category,mva,jetPt,jetEta,jetPhi,jetMass,jetMassSoftDrop,jetTau1,jetTau2,jetTau3,triggerBit
273158,1708854839,2,0,1,0,0.0577783,[ 362.18341064  330.97192383],[-1.08871388 -0.40655968],[ 0.72137183 -2.45870185],[  89.44355774  100.16403198],[ 53.3843956   96.84725189],[ 0.23898587  0.23057435],[ 0.14329882  0.15129496],[ 0.12372072  0.12866309],[False  True False False False False False False False False]
273158,1708442077,2,0,0,0,0.237419,[ 378.52636719  378.04031372],[ 1.31808269  1.18493879],[ 1.46974933 -1.67940843],[ 124.95715332   96.80276489],[ 114.7172699    67.80493164],[ 0.25730425  0.24540482],[ 0.14158697  0.12893309],[ 0.097803    0.11422965],[False  True  True False False False False False False False]
273158,1708265451,2,0,0,0,0.696631,[ 438.17092896  413.98187256],[-2.27326393  1.06258428],[ 1.3141731  -1.76461041],[ 169.52125549   98.42887878],[ 163.49195862   81.0904007 ],[ 0.37252736  0.24014458],[ 0.13018683  0.0590147 ],[ 0.10694887  0.04940759],[False  True  True False False False False False False False]
273158,1708411190,2,0,1,1,0.0986829,[ 663.32067871  624.87371826],[-1.92950916 -0.27403423],[-2.8273294 -0.1144167],[ 169.34776306  119.77950287],[ 136.50915527   50.30141449],[ 0.24558787  0.11172639],[ 0.10723242  0.07693468],[ 0.08365927  0.07162593],[ True  True  True False False False False False False False]
273158,1708081125,2,0,0,0,0.619918,[ 541.51245117  293.70861816],[ 0.72831011  1.65394318],[-2.94654584  0.41606617],[ 148.93330383   71.78999329],[ 130.50953674   57.26366806],[ 0.26520273  0.2307553 ],[ 0.08602846  0.08081156],[ 0.07553414  0.06485216],[ True  True  True False False False False False False False]
273158,1708482429,2,0,1,1,0.812449,[ 407.73526001  213.34106445],[-0.27909383  1.30974948],[ 1.2401768  -1.50890875],[ 189.48948669   71.97003937],[ 186.19996643   62.16483307],[ 0.47973353  0.29182255],[ 0.237928    0.21831894],[ 0.10319208  0.1663013 ],[False  True  True False False False False False False False]
273158,1708500999,2,0,0,0,0.112459,[ 376.71646118  348.32473755],[-0.3684487  -1.78274059],[ 2.02624321 -1.09977961],[ 121.61937714   85.68427277],[ 111.64546204   62.98321152],[ 0.30108529  0.21037723],[ 0.15643507  0.13601398],[ 0.13232136  0.11272178],[False  True False False False False False False False False]
273158,1708717556,2,0,0,0,0.428519,[ 460.8243103   385.12179565],[-1.3059516   2.12528133],[-2.49747062  0.93437356],[ 102.87760925  127.53312683],[  85.23065948  122.06523895],[ 0.13564299  0.35260767],[ 0.06461386  0.07661132],[ 0.05112438  0.0647056 ],[ True  True  True  True False False False False False False]
273158,1709305880,2,0,0,1,0.218494,[ 267.20721436  208.69747925],[ 0.16447516 -1.10424078],[-3.08267283 -2.82804775],[ 101.00351715   68.33869171],[ 99.93245697  65.01804352],[ 0.3423529  0.2382955],[ 0.13493341  0.13638189],[ 0.10915034  0.11886611],[False  True  True  True  True False False False False False]
273158,1709335285,2,0,0,0,0.0345988,[ 567.48822021  514.85858154],[-1.45440185  0.08307251],[-0.07006636 -3.0909133 ],[ 114.83703613  130.97369385],[ 73.64954376  53.11422348],[ 0.12360767  0.18577176],[ 0.07340825  0.14662147],[ 0.05814394  0.13426973],[ True False False False  True False False False False False]
273158,1709361500,2,0,0,0,0.571115,[ 479.12582397  402.60638428],[ 0.29972422 -1.87699258],[ 0.12062914 -3.12347913],[ 131.33430481   96.70563507],[ 121.12857819   67.97785187],[ 0.18134741  0.25780219],[ 0.08083317  0.08927166],[ 0.06249842  0.06811915],[ True False False False False False False False False False]
273158,1709490448,2,0,1,0,0.0933724,[ 542.12188721  491.53439331],[ 0.22418989 -0.84200639],[ 0.76439577 -2.31459165],[ 120.56301117  131.9719696 ],[ 109.84761047  100.91098022],[ 0.18217006  0.23384205],[ 0.07369964  0.18977164],[ 0.06717907  0.14241441],[ True  True  True False False False False False False False]
273158,1709750269,2,0,0,0,0.437863,[ 483.81243896  316.61776733],[ 0.60892248  0.25031972],[ 0.09679069 -3.08723903],[ 135.19384766   92.00694275],[ 114.83106232   76.3977356 ],[ 0.31120837  0.27403036],[ 0.11570062  0.13469717],[ 0.07930279  0.12169188],[ True  True  True False False False False False False False]
273158,1709112181,2,0,1,1,0.386556,[ 387.50262451  344.82318115],[-0.41142771 -1.10541058],[ 2.24330807 -0.70739239],[ 158.45637512  147.08744812],[ 154.81898499  139.99502563],[ 0.38646191  0.39393437],[ 0.244077    0.11995761],[ 0.19131687  0.10380952],[False  True False False False False False False False False]
273158,1709597733,2,0,1,1,0.201897,[ 286.48934937  221.41395569],[-1.09349954  1.23215985],[-3.02126193  1.23521864],[ 82.61103058  78.91790009],[ 53.54273224  56.52574921],[ 0.30201811  0.37420914],[ 0.17693883  0.2051551 ],[ 0.14605328  0.17125387],[False  True  True False  True False False False False False]
273158,1710017332,2,0,0,0,0.125737,[ 498.95349121  317.25964355],[ 0.59797847  2.28097773],[-2.03919721  1.26840818],[ 110.92755127   82.48815918],[ 75.64165497  79.73036194],[ 0.20273049  0.16766475],[ 0.11975815  0.11267011],[ 0.0817466   0.09260389],[ True  True  True False False False False False False False]
273158,1709426925,2,0,1,1,0.151195,[ 390.96432495  212.81106567],[ 0.43269274  1.89298594],[ 0.8326422   2.18972254],[ 107.7911377    79.12136841],[ 105.26055908   63.54636002],[ 0.17196454  0.30291376],[ 0.09247679  0.1897364 ],[ 0.07543474  0.15463713],[False  True  True  True  True False False False False False]
273158,1709455676,2,0,0,0,0.201413,[ 895.73443604  423.49868774],[ 0.51150304 -0.958018  ],[-0.46727824  3.06822109],[ 101.17874146   79.65251923],[ 64.31256866  62.6413765 ],[ 0.05255236  0.16858505],[ 0.03019763  0.1141626 ],[ 0.02574914  0.07026372],[ True  True  True False False False False False False False]
273158,1709627778,2,0,0,0,0.391639,[ 596.26965332  549.01983643],[-0.64677185  1.22594237],[ 0.48982462 -2.70824146],[ 128.88227844  146.69508362],[ 108.29975128  132.95457458],[ 0.14297849  0.20533569],[ 0.04786563  0.10761925],[ 0.03907142  0.08222755],[ True  True  True False False False False False False False]
273158,1709350122,3,0,0,0,0.227583,[ 439.48251343  300.05941772  216.16262817],[-1.42965865 -1.4853307   1.47325122],[-0.89687586  0.71782207 -2.89536738],[  97.89289093  110.04634094   78.14666748],[  52.50785065  100.51005554   68.7192688 ],[ 0.14574377  0.37424374  0.36563569],[ 0.09480239  0.18559706  0.20239307],[ 0.07031249  0.15788351  0.16922392],[False False False False  True False False False False False]
273158,1708973291,2,0,0,0,0.286412,[ 575.94128418  575.57727051],[ 0.49647087  0.13146527],[ 2.85946393 -0.28025055],[ 149.52642822  174.0604248 ],[  97.57366943  167.88465881],[ 0.20675859  0.26287505],[ 0.13092633  0.09223562],[ 0.09921586  0.07931421],[ True  True  True False False False False False False False]
273158,1709100597,2,0,0,0,0.150331,[ 394.93048096  341.34371948],[ 0.7195009  -1.68639922],[ 2.25764394 -0.83088458],[ 106.08551788  111.13658905],[  61.41944885  104.12831116],[ 0.26163614  0.24880208],[ 0.17179583  0.10639182],[ 0.13723382  0.09865961],[False  True  True False False False False False False False]
273158,1709489633,2,0,1,1,0.239544,[ 307.14224243  296.24572754],[ 1.86553395  0.12216539],[ 1.01708257 -2.67682552],[ 90.34346008  76.29024506],[ 74.42165375  73.75618744],[ 0.26382333  0.18922959],[ 0.13420399  0.11746202],[ 0.1092829   0.07463494],[False  True False False False False False False False False]
273158,1709869474,2,0,0,0,0.123296,[ 456.9571228  430.6809082],[-0.39738593 -0.05832625],[-1.83876252  1.37161386],[ 124.85795593   88.89002228],[ 102.10391998   58.03913498],[ 0.221453    0.17822233],[ 0.16485916  0.08074249],[ 0.12436475  0.0726527 ],[ True  True  True  True False False False False False False]
273158,1709054871,2,0,0,0,0.499178,[ 452.90270996  437.48928833],[ 1.67366755  0.04324346],[ 2.96276689 -0.17213853],[ 168.89477539  141.62979126],[ 159.84863281  124.75025177],[ 0.30015576  0.36018547],[ 0.16103493  0.13200502],[ 0.116639    0.10160865],[False  True  True False False False False False False False]
273158,1709010038,2,0,1,0,0.287203,[ 439.77798462  424.50521851],[-0.96071053 -0.74159658],[-2.06548882  1.11133957],[ 143.67604065  130.00846863],[ 135.11801147  123.79195404],[ 0.37169704  0.24575526],[ 0.10817269  0.14421219],[ 0.09455299  0.10831208],[False  True  True False False False False False False False]
273158,1709248306,2,0,0,1,0.131375,[ 591.58459473  524.95257568],[-2.18315554 -1.33057082],[-0.00854802  3.0826602 ],[ 195.30931091  161.46504211],[ 178.86941528  108.05645752],[ 0.27553672  0.2471742 ],[ 0.14344397  0.17970832],[ 0.1050518   0.16193289],[ True  True  True False False False False False False False]
273158,1709961434,2,0,0,1,0.449013,[ 377.20800781  358.20788574],[-0.02668239  0.49104843],[ 1.61060643 -1.53612232],[ 109.57785034  104.54429626],[ 93.36063385  83.29368591],[ 0.20782828  0.28647399],[ 0.09521774  0.11171059],[ 0.07672155  0.08800956],[False  True  True False False False False False False False]
273158,1709801508,2,0,0,0,0.345389,[ 404.70153809  248.19252014],[-0.02183923  1.55861759],[ 0.79560101  0.77605593],[ 145.1217804   71.1671524],[ 139.54542542   62.10680771],[ 0.31782854  0.20984925],[ 0.15926543  0.11482318],[ 0.1175229   0.08676492],[False  True  True False False False False False False False]
273158,1708887683,2,0,0,0,0.102466,[ 542.45690918  463.11181641],[ 0.27620915 -0.69110018],[-1.98751438  1.18715489],[ 118.49069977  122.42462921],[ 96.81293488  95.89884186],[ 0.14964263  0.23974034],[ 0.10686492  0.10966343],[ 0.08678084  0.0971967 ],[ True  True  True False False False False False False False]
273158,1709316312,2,0,0,0,0.418668,[ 489.44152832  301.90567017],[-0.51335645 -1.23824108],[-2.37764239  2.3024385 ],[ 110.79541016  104.67107391],[ 94.34226227  87.51445007],[ 0.21104361  0.31869888],[ 0.07214843  0.1610395 ],[ 0.05282684  0.14259151],[ True  True  True False False False False False False False]
273158,1709308175,2,0,0,1,0.24133,[ 415.51654053  250.55862427],[-0.72608507 -2.27717376],[ 1.82034469 -1.13766003],[ 100.9544754    90.76564026],[ 64.49876404  85.48046112],[ 0.19550812  0.34903783],[ 0.11593001  0.23658732],[ 0.0971975   0.16630398],[False  True  True  True  True False False False False False]
273158,1709638053,2,0,0,0,0.382763,[ 387.02792358  377.75527954],[ 0.85042185  1.88425446],[-1.90241706  1.06984544],[ 170.53518677  112.0456543 ],[ 164.57167053  104.99625397],[ 0.40165132  0.21935301],[ 0.1177777   0.09309703],[ 0.10773177  0.07525599],[False  True  True False False False False False False False]
273158,1708934661,2,0,1,1,0.483739,[ 656.34381104  616.73046875],[ 2.32818794  0.23697487],[-0.98848552  2.07006788],[ 151.50094604  186.06747437],[ 105.50382996  181.04014587],[ 0.2120205   0.33422148],[ 0.10059319  0.09978206],[ 0.08942487  0.07742584],[ True  True  True False False False False False False False]
273158,1709392960,2,0,1,0,0.558376,[ 424.3399353   326.38000488],[ 0.30626088  1.44410348],[ 2.50499201 -0.3363899 ],[ 202.85697937  123.53421021],[ 199.98812866  102.10083771],[ 0.50430226  0.40681869],[ 0.24596669  0.18573721],[ 0.16542163  0.15365195],[False  True  True False False False False False False False]
273158,1709599616,2,0,1,1,0.446645,[ 459.90911865  331.88092041],[ 2.28869653 -1.0322994 ],[  3.08719778e+00   1.43692247e-03],[ 161.92333984  130.41465759],[ 118.68408966  115.68589783],[ 0.32397261  0.38429573],[ 0.24035572  0.30206415],[ 0.15391414  0.21225879],[False  True  True False False False False False False False]
273158,1710422034,2,0,0,0,0.397409,[ 382.78823853  342.44110107],[ 0.97981268 -1.36329365],[ 1.45156562 -1.60144162],[ 123.57207489   87.95233917],[ 111.38313293   75.85294342],[ 0.36925334  0.17739227],[ 0.13684346  0.08409511],[ 0.10658001  0.06898269],[False  True  True False  True False False False False False]
273158,1710286652,2,0,1,1,0.213852,[ 494.68441772  464.61743164],[ 1.68067551  0.89165628],[ 1.94411635 -1.41296864],[ 106.82028961  117.31971741],[ 100.76744843   97.67899323],[ 0.12296678  0.2036081 ],[ 0.04761932  0.18941131],[ 0.04025508  0.10997603],[False  True  True False False False False False False False]
273158,1710686513,2,0,0,0,0.248176,[ 346.33813477  297.44784546],[ 0.55031872 -1.66672599],[ 1.26270807 -2.05079222],[ 115.25331116  103.9274826 ],[ 110.58253479   97.09654236],[ 0.20669334  0.26681298],[ 0.07422241  0.14185825],[ 0.06591338  0.12597744],[False  True False False False False False False False False]
273158,1711058782,2,0,0,1,0.196517,[ 343.57302856  318.16055298],[ 0.42124251  0.0205511 ],[-0.43329343  2.70120001],[ 134.38401794  111.52046967],[ 121.41569519  107.53384399],[ 0.41430241  0.30850509],[ 0.14660425  0.19996913],[ 0.12774533  0.15176226],[False  True False False False False False False False False]
273158,1710544801,2,0,0,1,0.498694,[ 530.29370117  229.27708435],[-0.62468868  0.94031996],[ 2.00075197 -0.45044795],[ 166.62950134   66.37284088],[ 152.88735962   61.9285965 ],[ 0.25242123  0.27670142],[ 0.10233365  0.17809476],[ 0.07396507  0.118836  ],[ True  True  True False False False False False False False]
273158,1710877618,2,0,0,0,0.237417,[ 645.28564453  643.25775146],[-0.61173278 -0.44509986],[-1.71402717  1.40578318],[ 151.00743103   98.38131714],[ 120.79762268   66.66848755],[ 0.23744726  0.0984899 ],[ 0.12308023  0.03815489],[ 0.10183515  0.03118153],[ True  True  True False False False False False False False]
273158,1710182362,2,0,1,1,0.120879,[ 534.5880127   511.25830078],[-0.05953493 -1.61107588],[ 0.65907365 -2.45061111],[ 139.50990295  148.84217834],[  95.91611481  111.30258179],[ 0.15710865  0.23305659],[ 0.11637323  0.14867038],[ 0.07036698  0.12735748],[ True  True  True False False False False False False False]
273158,1710141261,2,0,0,0,0.197351,[ 334.89242554  313.51651001],[ 0.51944411 -1.89936841],[ 1.94983828 -1.03764153],[ 102.94248199   90.01326752],[ 100.36225128   65.55939484],[ 0.33926025  0.25937021],[ 0.1075639   0.15922682],[ 0.09027777  0.14323708],[False  True False False False False False False False False]
273158,1711118811,2,0,0,0,0.100461,[ 785.77728271  495.06985474],[-0.78944957 -1.28450215],[-1.72052038  0.3496078 ],[ 132.8067627   138.33105469],[  74.49771881  127.32426453],[ 0.11917943  0.21813636],[ 0.07099989  0.13927394],[ 0.06330801  0.1017382 ],[ True  True  True False  True False False False False False]
273158,1710677106,2,0,0,0,0.216706,[ 577.92913818  251.04588318],[ 1.36078477 -0.40157792],[ 2.77472115 -0.38608497],[ 115.03286743   75.58340454],[ 85.29297638  73.61049652],[ 0.12972069  0.2866199 ],[ 0.0789622   0.09866568],[ 0.06586681  0.08861255],[ True False False False False False False False False False]
273158,1710264295,2,0,0,0,0.614012,[ 298.20330811  288.60668945],[-0.30069265 -0.669833  ],[-1.50653458  1.44574225],[  83.15821838  110.76831818],[  58.73866653  107.43270111],[ 0.21403632  0.40437216],[ 0.1492012   0.23104981],[ 0.10625293  0.13915293],[False  True False False False False False False False False]
273158,1710769533,2,0,0,1,0.420805,[ 411.36575317  409.64117432],[-0.59663868  2.07857227],[-2.70909715  0.33440542],[  94.93027496  146.10971069],[  84.20549011  137.86410522],[ 0.19852586  0.38663951],[ 0.094991   0.0894309],[ 0.0699102   0.08533058],[ True  True  True False  True False False False False False]
273158,1710526379,2,0,0,1,0.357486,[ 386.79092407  303.26498413],[ 0.25323352 -0.76636732],[-2.19949746  1.26835597],[ 180.24749756   98.12701416],[ 175.00102234   87.61000824],[ 0.53186083  0.33475378],[ 0.12512398  0.11076504],[ 0.11569486  0.09159244],[False  True  True False False False False False False False]
273158,1710839686,2,0,1,1,0.121785,[ 424.87338257  383.06887817],[ 0.86435843 -1.22879016],[-1.73840201  1.47107148],[ 113.06116486  122.99129486],[ 66.19551086  67.02680206],[ 0.24958771  0.32283801],[ 0.15456922  0.18099721],[ 0.13347611  0.14525545],[False  True  True False False False False False False  True]
273158,1710189866,2,0,0,0,0.617658,[ 792.59216309  727.71795654],[-0.41052046  0.54899061],[ 2.41057944 -0.64426666],[ 232.2653656   103.73937225],[ 220.86540222   65.73049927],[ 0.21619232  0.13714372],[ 0.07565284  0.05191778],[ 0.05524778  0.0423427 ],[ True  True  True  True False False False False False False]
273158,1710705519,2,0,1,1,0.752931,[ 381.05535889  348.08856201],[-0.35613102 -1.76796567],[-2.57461452  2.19270086],[ 102.01435852   91.02218628],[ 88.69498444  65.33834839],[ 0.18798906  0.27299115],[ 0.09012371  0.14104521],[ 0.06968413  0.07526378],[False  True  True False False False False False False False]
273158,1710382578,2,0,1,0,0.230786,[ 323.1428833   317.73468018],[ 1.16920698  0.88130629],[ 1.07641721 -2.09648991],[ 73.22706604  62.37823105],[ 62.76842499  53.73622894],[ 0.17999709  0.12339835],[ 0.08215857  0.06925863],[ 0.05779635  0.06109369],[False  True False False False False False False False False]
273158,1710695655,2,0,0,0,0.526856,[ 470.86260986  404.83029175],[ 0.43032059 -1.30985987],[ 2.04322267 -1.29677832],[ 131.82775879  137.7598877 ],[ 109.61929321  112.64699554],[ 0.26296505  0.3388156 ],[ 0.15161058  0.19319315],[ 0.08928075  0.15073733],[ True  True  True False False False False False False False]
